customer_id,age,total_orders,total_quantity,total_net_sales,avg_order_value,avg_discount,total_interactions,avg_interaction_duration,review_count,avg_rating,total_tickets,avg_satisfaction,cluster
426c4dcd-d40d-4e1f-ac0b-e11708b7f8c3,28.0,6.0,7.0,5520.825,920.1375,4.166666666666667,15.0,59.4,0.0,0.0,0.0,0.0,1
22c4c8b5-9c60-4e20-9968-a886e2868da0,22.0,0.0,0.0,0.0,0.0,0.0,57.0,93.4561403508772,0.0,0.0,0.0,0.0,1
32a6feeb-ac77-4fde-8a21-70869c6815e2,38.0,12.0,14.0,4579.849999999999,381.6541666666666,3.125,3.0,92.66666666666669,0.0,0.0,0.0,0.0,0
e9bd1176-329a-4737-9444-bfe8e8bd1dee,24.0,2.0,2.0,888.9300000000001,444.465,0.0,32.0,66.25,1.0,4.0,0.0,0.0,1
abda27bb-772c-4ed5-ba4e-a9bb0c376fc6,18.0,5.0,8.0,3531.9300000000003,706.3860000000001,7.5,8.0,86.625,0.0,0.0,1.0,3.0,1
c41b5601-4c95-46d5-abab-e7043248fb1d,52.0,7.0,7.0,6272.945,896.135,3.571428571428572,15.0,67.73333333333333,0.0,0.0,1.0,2.0,1
65ef3d0c-894e-447d-b59f-025307cabe1b,32.0,6.0,7.0,3085.26,514.2099999999999,4.166666666666667,21.0,75.47619047619048,0.0,0.0,2.0,1.5,1
de4b2497-46bb-4130-9cd6-f571e9f2fb65,35.0,7.0,9.0,7892.08,1127.44,5.714285714285714,22.0,80.45454545454545,0.0,0.0,1.0,5.0,1
c9b0a5a5-5ffa-4f34-abce-cbe51ff24bd6,18.0,3.0,5.5,5981.285,1993.7616666666663,0.0,36.0,89.38888888888889,0.0,0.0,1.0,3.0,1
8ea18761-b9b3-47b5-b907-942665ba2b41,28.0,4.0,6.0,2752.43,688.1075,9.375,35.0,105.11428571428571,0.0,0.0,2.0,3.5,1
0733eb93-5068-4a55-82f3-17a77dd504e0,36.0,1.0,2.0,1451.98,1451.98,5.0,33.0,52.93939393939394,0.0,0.0,1.0,4.0,1
77227d43-31f5-4434-acf3-f02df29b0920,21.0,2.0,3.0,183.98,91.99,0.0,38.0,92.63157894736842,0.0,0.0,0.0,0.0,1
7475b654-38a3-4c0c-baec-a8791a4f5e40,39.0,5.0,7.0,4050.42,810.084,2.5,19.0,64.0,0.0,0.0,0.0,0.0,1
1e5da653-be33-4961-9df8-abd2fd7a7040,27.0,1.0,1.0,1535.16,1535.16,12.5,55.0,85.9090909090909,0.0,0.0,0.0,0.0,1
a406b62f-afe9-41d3-ad56-870aa703b3c1,31.0,1.0,1.0,1736.42,1736.42,0.0,38.0,105.57894736842104,0.0,0.0,0.0,0.0,1
e5a1f638-ab62-4848-b50b-074713573f20,27.0,7.0,12.5,5854.375,836.3392857142857,1.4285714285714286,23.0,63.04347826086956,0.0,0.0,0.0,0.0,1
420d30bf-5c49-4cd2-94e2-ad97d77ef0b9,57.0,8.0,13.0,4890.52,611.315,1.5625,3.0,68.66666666666667,0.0,0.0,1.0,4.0,0
bd975e68-2907-4e5b-ad6c-713aaabe80f5,34.0,2.0,3.0,3790.27,1895.135,12.5,30.0,81.16666666666667,0.0,0.0,0.0,0.0,1
c8c9e168-f444-4b91-9f0c-13373c3351c9,22.0,0.0,0.0,0.0,0.0,0.0,50.0,99.2,0.0,0.0,0.0,0.0,1
5634f1e2-8892-41b4-87f0-2533a269bf74,44.0,13.0,16.0,13503.44,1038.726153846154,3.076923076923077,10.0,93.0,0.0,0.0,0.0,0.0,0
b1baa15e-9859-41fe-9832-5d2af7c20b81,20.0,1.0,1.0,169.68,169.68,0.0,43.0,81.81395348837209,0.0,0.0,1.0,3.0,1
5ff3b719-34ea-4f22-ab48-c4ffdc0ac4e6,37.0,12.0,17.5,14061.6475,1171.8039583333334,3.75,22.0,80.86363636363636,1.0,4.0,0.0,0.0,0
291a7e1f-97c0-4551-9099-822be36cd13e,18.0,5.0,7.0,3001.7,600.3399999999999,2.5,9.0,141.77777777777777,0.0,0.0,1.0,4.0,1
eeac6386-76dc-4c35-82cb-f24fe791d708,19.0,7.0,9.0,4622.59,660.37,0.0,36.0,76.75,0.0,0.0,0.0,0.0,1
dc3cb8d4-d6da-43a7-a7b0-48a9585c5f7e,37.0,0.0,0.0,0.0,0.0,0.0,35.0,68.94285714285714,0.0,0.0,0.0,0.0,1
185f50b0-5496-453e-89a0-1c40a8e53b17,43.0,6.0,7.0,4273.81,712.3016666666666,4.583333333333333,24.0,63.75,0.0,0.0,2.0,3.0,1
b7e1654f-755d-4bc9-9832-c1f46212bbaa,37.0,3.0,3.0,755.59,251.86333333333332,0.0,17.0,64.05882352941177,0.0,0.0,0.0,0.0,1
d88de982-c271-48cc-845a-f11cac413f0b,33.0,14.0,19.0,12362.03,883.0021428571428,5.0,17.0,50.76470588235294,2.0,4.5,1.0,3.0,0
d3f9a5b1-bef2-4d3a-a8b8-52e3fc395afb,31.0,5.0,6.0,3875.46,775.092,2.5,14.0,98.21428571428572,0.0,0.0,0.0,0.0,1
b789d3ad-28e9-41ab-aafd-00111af51920,18.0,2.0,3.0,1725.69,862.845,0.0,28.0,94.75,0.0,0.0,3.0,4.0,1
aeba2e34-3bc5-496c-8520-a8bad74b62d2,26.0,19.0,25.0,11706.24,616.1178947368421,1.3157894736842106,9.0,119.55555555555556,0.0,0.0,0.0,0.0,0
4f17578d-c67e-4ca2-aa80-6a27f5ec2411,29.0,9.0,11.0,5331.814341259005,592.423815695445,6.944444444444445,15.0,88.26666666666667,0.0,0.0,0.0,0.0,0
6ee23d8d-21b4-4d0a-acad-eacd25fca760,47.0,3.0,4.0,689.12,229.70666666666668,0.0,33.0,91.0909090909091,0.0,0.0,0.0,0.0,1
0334c8a8-32db-4e55-9088-e2e1c3ead6c6,39.0,0.0,0.0,0.0,0.0,0.0,13.0,111.76923076923076,0.0,0.0,0.0,0.0,1
a7754bde-6a46-49ea-8a1a-94c46fbf786a,18.0,7.0,11.0,7663.68,1094.811428571429,0.7142857142857143,9.0,64.55555555555556,0.0,0.0,0.0,0.0,0
e8115966-a286-4e9a-994b-9512e4ec6e3c,35.0,4.0,4.0,1209.61,302.40250000000003,3.125,27.0,86.55555555555556,0.0,0.0,0.0,0.0,1
3d2b8eab-07dd-4900-9389-f468deb10694,30.0,9.0,11.0,9138.81,1015.4233333333332,5.277777777777778,28.0,63.75,0.0,0.0,0.0,0.0,0
cc6c7f77-9daf-4259-aa40-d2467a6b7084,26.0,1.0,2.0,1170.3,1170.3,0.0,53.0,78.50943396226415,0.0,0.0,1.0,4.0,1
14c69fe5-d344-440a-877a-8c17c3ba847c,42.0,11.0,15.0,7211.405,655.5822727272727,4.7727272727272725,15.0,81.13333333333334,0.0,0.0,0.0,0.0,0
a992a917-e849-4ffc-9848-fcf06233b135,47.0,17.0,25.0,18259.41,1074.0829411764705,2.2058823529411766,4.0,78.0,1.0,5.0,0.0,0.0,0
d5e0c0b0-ec1a-4eb2-bdc0-eb82a517d128,46.0,6.0,9.5,2144.2,357.3666666666666,2.083333333333333,12.0,92.75,1.0,4.0,0.0,0.0,0
e9eb9097-60d5-45ce-a5fd-9d2a25f6ed3e,35.0,0.0,0.0,0.0,0.0,0.0,39.0,63.58974358974359,0.0,0.0,0.0,0.0,1
867b37fa-2337-419f-a8f4-b3231eb98785,31.0,3.0,3.0,4427.855,1475.9516666666666,0.0,23.0,57.869565217391305,0.0,0.0,0.0,0.0,1
5e4aaf11-21fd-4847-94eb-00d778eb4cf5,38.0,4.0,4.0,1946.64,486.66,6.25,33.0,56.75757575757576,0.0,0.0,0.0,0.0,1
e09c619b-f8b0-4f81-9963-a0c5f394ec44,46.0,6.0,6.0,716.82,119.47,2.083333333333333,23.0,101.8695652173913,0.0,0.0,0.0,0.0,1
0e5ce99f-c6f4-4db6-b32d-6be498335d86,29.0,10.0,12.0,5811.09,581.109,0.0,10.0,37.1,0.0,0.0,0.0,0.0,0
1f29eb4e-653b-4fc6-b09b-7731d991951a,32.0,0.0,0.0,0.0,0.0,0.0,57.0,80.42105263157895,0.0,0.0,0.0,0.0,1
48072bb1-4d1d-4473-954b-81982b388e73,21.0,3.0,4.0,1820.9,606.9666666666666,4.166666666666667,40.0,102.125,0.0,0.0,1.0,5.0,1
5ca706a8-fdaa-4203-a1cd-8d5855f715e9,20.0,5.0,8.0,5454.76,1090.952,5.0,27.0,101.14814814814817,0.0,0.0,3.0,3.6666666666666665,1
7e43dece-6864-40eb-ae54-0345dc71cb98,44.0,2.0,3.0,786.64,393.32,0.0,10.0,26.1,0.0,0.0,0.0,0.0,1
e9bc115f-9f34-459e-9190-ea177aa4681a,35.0,13.0,16.0,5231.17,402.3976923076923,0.9615384615384616,11.0,74.0,0.0,0.0,0.0,0.0,0
53182df4-1874-45e5-bbb2-3b397df2e5d0,34.0,13.0,14.0,7500.32,576.9476923076923,1.9230769230769231,11.0,69.27272727272727,0.0,0.0,2.0,4.5,0
6638d90a-5b78-4c9b-9fcb-befdfdaf8d02,47.0,5.0,7.0,7365.635,1473.127,7.5,11.0,90.8181818181818,0.0,0.0,0.0,0.0,0
0b4d8621-9d37-427c-8b86-54f2b398f2c9,39.0,17.0,23.0,10199.88,599.9929411764706,2.647058823529412,9.0,87.0,0.0,0.0,1.0,4.0,0
214cfd6d-e5ac-4db4-9e1f-cd692e2ccba6,27.0,3.0,6.5,3058.7,1019.5666666666666,0.0,38.0,82.13157894736842,0.0,0.0,0.0,0.0,1
7c6f9d72-9689-42e5-b081-f7af88dc60f1,39.0,16.0,19.0,7929.65,495.603125,1.09375,4.0,57.5,0.0,0.0,0.0,0.0,0
54b34b95-7b8d-4b70-a8cc-4ba962d001cc,53.0,10.0,12.0,6797.18,679.7180000000001,4.0,2.0,38.0,0.0,0.0,0.0,0.0,0
838aa59a-3e49-4bf0-9fdb-52c98b892d8e,34.0,6.0,6.0,4578.6900000000005,763.1150000000001,0.8333333333333334,24.0,81.91666666666667,1.0,5.0,1.0,5.0,0
c763319e-a1b7-49e4-a3f9-63c8a1df6295,53.0,3.0,3.0,3467.195,1155.7316666666668,3.333333333333333,18.0,73.27777777777777,1.0,3.0,1.0,1.0,1
7ddab3bd-a49b-4122-9356-5bafa60fc685,18.0,2.0,2.0,487.81,243.905,0.0,39.0,65.38461538461539,0.0,0.0,0.0,0.0,1
30012d88-2488-41c8-ba2e-7833551da3e5,44.0,1.0,1.0,196.15,196.15,0.0,17.0,97.94117647058825,0.0,0.0,1.0,5.0,1
175b576f-ab39-4cd7-8253-57a811d22358,36.0,14.0,16.0,6936.22,495.44428571428574,1.6071428571428572,2.0,5.5,0.0,0.0,0.0,0.0,0
dde8004d-4a47-407f-bccb-0c53ef4deb72,31.0,3.0,3.0,2403.085,801.0283333333333,0.0,39.0,65.1025641025641,0.0,0.0,0.0,0.0,1
9fd12c16-9673-46b1-81f5-fc225c77fe51,36.0,9.0,11.0,5974.07,663.7855555555556,5.555555555555555,22.0,82.0909090909091,0.0,0.0,0.0,0.0,0
e3fd3686-61bb-48a4-9ab8-3bcde2250a42,18.0,0.0,0.0,0.0,0.0,0.0,39.0,82.97435897435898,0.0,0.0,0.0,0.0,1
947fec07-da8e-4f40-a7a6-b167c4977332,32.0,21.0,32.5,16551.655,788.1740476190475,1.9047619047619049,9.0,45.44444444444444,1.0,4.0,2.0,3.5,0
98d41fcd-f138-4d22-bc16-e9422c5d1d06,35.0,1.0,1.0,179.27,179.27,12.5,28.0,95.32142857142856,0.0,0.0,0.0,0.0,1
ce95609a-63bc-4972-9465-29cb190f0df0,52.0,4.0,6.0,5678.815,1419.70375,0.0,3.0,93.66666666666669,0.0,0.0,1.0,4.0,1
72549804-eee4-4a6d-b3a4-c04061550de7,28.0,9.0,10.0,8360.89,928.9877777777778,0.0,19.0,109.94736842105264,0.0,0.0,0.0,0.0,0
a1404ecc-4fc4-4218-9f07-ed77cddf3c03,25.0,14.0,21.0,12722.645,908.7603571428572,5.0,11.0,96.0909090909091,0.0,0.0,0.0,0.0,0
9a5a78c1-f720-4b0b-a017-070b5078837d,28.0,5.0,7.0,2557.67,511.534,0.0,7.0,52.0,0.0,0.0,1.0,4.0,1
e049f5d1-bb8e-43fe-926a-06ed322361b1,45.0,4.0,5.0,1272.83,318.2075,1.25,38.0,81.3157894736842,0.0,0.0,0.0,0.0,1
77df43a2-0830-48c8-aa95-beaf3a933fa0,38.0,2.0,3.0,2399.895,1199.9475,6.25,22.0,78.27272727272727,0.0,0.0,1.0,2.0,1
ace3d1c0-d5fc-40b2-8a4c-93ccb5001366,28.0,3.0,5.0,2597.07,865.6899999999999,4.166666666666667,43.0,108.09302325581396,0.0,0.0,0.0,0.0,1
bb6781fb-6197-4287-841a-fe3d5e1007bc,41.0,7.0,9.0,8135.110000000001,1162.1585714285716,3.571428571428572,21.0,71.61904761904762,0.0,0.0,0.0,0.0,0
424b2dc3-0912-4e02-8588-b0e132334c56,36.0,17.0,23.0,13346.955,785.115,2.794117647058824,6.0,57.5,0.0,0.0,2.0,4.0,0
88826d13-4a44-4427-85e3-21839c66a180,46.0,7.0,10.0,5022.26,717.4657142857143,3.928571428571429,5.0,68.8,0.0,0.0,0.0,0.0,0
b8fd4b01-a7d4-45af-befb-c9f5dca6a958,26.0,6.0,6.0,2381.61,396.935,4.166666666666667,24.0,52.75,0.0,0.0,0.0,0.0,1
2bb18b90-23ae-4be7-86ac-0c8953a7b42e,31.0,4.0,5.0,3372.21,843.0525,0.0,11.0,106.54545454545456,0.0,0.0,0.0,0.0,1
e1d30d90-f6e5-439d-9bec-2b2287663015,30.0,8.0,11.0,5041.025,630.128125,3.125,35.0,91.0,0.0,0.0,0.0,0.0,1
1447c94e-ed2a-4b45-ba05-ced3d3cfcfee,18.0,2.0,4.0,1565.1,782.55,0.0,21.0,76.04761904761905,0.0,0.0,1.0,4.0,1
085ffa21-6074-4e96-805a-78c32a0c49ec,38.0,11.0,16.0,11862.32,1078.3927272727271,2.9545454545454546,12.0,39.083333333333336,0.0,0.0,2.0,3.0,0
60a0218a-a6d1-465c-875e-2c0402e18ec1,38.0,10.0,13.5,10633.755,1063.3755,2.5,6.0,81.5,0.0,0.0,1.0,2.0,0
849a8653-f869-4056-abac-3ec07aa5b48f,35.0,6.0,9.0,3279.97,546.6616666666666,3.75,14.0,71.14285714285714,0.0,0.0,0.0,0.0,1
5d47a88e-6229-402f-a920-0fb7194c722b,32.0,9.0,12.0,10009.75,1112.1944444444443,1.9444444444444444,35.0,102.0,0.0,0.0,1.0,3.0,0
4ee5d856-5b47-461c-9356-104dc45ff2d9,35.0,14.0,19.0,8407.99,600.5707142857143,2.321428571428572,3.0,14.666666666666666,0.0,0.0,0.0,0.0,0
d3e2fe60-68bc-47b5-b704-72c4a0b3d5a7,29.0,9.0,12.0,3752.44,416.9377777777778,5.0,14.0,67.57142857142857,0.0,0.0,0.0,0.0,1
f3a020be-2e98-468d-affd-2b0388a78026,30.0,12.0,13.0,9487.165,790.5970833333332,1.0416666666666667,12.0,126.58333333333331,1.0,4.0,1.0,2.0,0
ccea51cc-3733-4d90-8058-e8300231e4db,25.0,11.0,17.0,9325.035,847.7304545454546,2.727272727272727,8.0,117.875,1.0,5.0,1.0,5.0,0
75b06ec5-d6a5-4a69-8cbc-9aceb52f5d95,33.0,11.0,15.0,10330.655,939.1504545454544,2.5,33.0,68.9090909090909,0.0,0.0,0.0,0.0,0
a996b5bf-5e05-4408-9a4e-6e546ad6e860,39.0,10.0,12.0,3537.84,353.784,2.25,14.0,91.28571428571428,0.0,0.0,0.0,0.0,1
46500270-37db-4999-8820-cc9bfd3f32b5,57.0,4.0,4.0,2383.67,595.9175,2.5,2.0,4.0,0.0,0.0,0.0,0.0,1
50c6e50f-7f77-4c91-88f6-89b6658693c8,37.0,7.0,9.0,4494.42,642.0600000000001,7.142857142857143,35.0,78.14285714285714,0.0,0.0,1.0,4.0,1
7c15eaeb-bffd-4f97-b4da-19601d48aaaf,38.0,8.0,12.0,9311.06,1163.8825,2.8125,17.0,59.41176470588236,0.0,0.0,0.0,0.0,0
9d975045-72ce-4f87-af01-ec01223f8331,34.0,9.0,9.0,3941.19,437.91,4.166666666666667,18.0,84.33333333333333,0.0,0.0,2.0,3.0,1
cb035960-9c0a-4e49-83b3-48d1fa55b763,18.0,3.0,4.0,2257.71,752.57,10.0,36.0,59.55555555555556,0.0,0.0,1.0,4.0,1
4deb2f9b-ffb0-415a-b620-cbd8d467ebd1,34.0,16.0,20.0,12103.82,756.48875,3.28125,12.0,96.75,0.0,0.0,0.0,0.0,0
1357f6c0-b344-4de1-927e-8d29271db5dc,35.0,0.0,0.0,0.0,0.0,0.0,45.0,72.31111111111112,0.0,0.0,1.0,3.0,1
5a83ec13-88d8-46cd-a059-fee09cceabbe,64.0,9.0,10.0,6225.7300000000005,691.7477777777779,3.888888888888889,5.0,113.6,0.0,0.0,0.0,0.0,0
1bf60267-eb3b-4acd-8123-b55d20f3ae7b,32.0,4.0,5.0,2233.66,558.415,6.25,12.0,50.41666666666666,0.0,0.0,2.0,3.0,1
a53d12a9-3607-4c1c-9043-967c8ba87c3c,38.0,1.0,1.0,145.01,145.01,0.0,41.0,87.36585365853658,0.0,0.0,0.0,0.0,1
012bb8ba-52a2-40de-9f4c-a1c76b48667d,34.0,9.0,9.0,5744.13,638.2366666666667,2.7777777777777777,13.0,51.61538461538461,1.0,5.0,0.0,0.0,0
bb80976b-59b7-4f25-a65f-78db89204afe,20.0,4.0,4.0,1640.5,410.125,2.5,29.0,89.79310344827586,0.0,0.0,1.0,1.0,1
fbbf259a-7b4d-487f-aa77-1d1a2d4a5234,48.0,1.0,2.0,107.02,107.02,0.0,10.0,88.9,0.0,0.0,1.0,1.0,1
e320e880-8012-4eaa-a8ad-d0a2e319a9ef,44.0,14.0,20.5,10141.465,724.3903571428572,0.8928571428571429,11.0,20.63636363636364,0.0,0.0,0.0,0.0,0
483977d6-59a3-4d37-acfe-4ae889bad936,44.0,14.0,15.0,7605.42,543.2442857142858,3.571428571428572,1.0,6.0,3.0,4.666666666666667,1.0,5.0,0
1f18dbd6-e628-45fb-8c35-76549b175d7e,24.0,4.0,6.0,3841.0,960.25,0.0,22.0,61.09090909090909,0.0,0.0,2.0,3.5,1
33c691c0-d861-4b17-909e-291071c80851,51.0,5.0,8.0,10107.75,2021.55,2.5,11.0,127.8181818181818,0.0,0.0,2.0,3.5,0
9a6bef15-b82d-47b7-a305-0b170ad5444f,18.0,4.0,4.0,3270.675,817.66875,3.125,10.0,51.7,0.0,0.0,1.0,1.0,1
b47bb92d-cd35-46e4-9d0f-d2e68865981d,42.0,3.0,5.0,4297.4800000000005,1432.4933333333336,1.6666666666666667,28.0,76.64285714285714,0.0,0.0,1.0,4.0,1
8669e1e7-db66-4575-a349-a020e441766f,61.0,5.0,9.5,2707.2650000000003,541.4530000000001,4.5,4.0,76.0,0.0,0.0,0.0,0.0,1
28006ded-6714-4308-8a34-158ec21d425e,23.0,0.0,0.0,0.0,0.0,0.0,46.0,65.15217391304348,0.0,0.0,0.0,0.0,1
1fcad74e-2c52-45f0-af8e-125ec1324a73,28.0,12.0,13.0,7117.435,593.1195833333334,3.125,8.0,131.5,2.0,4.0,0.0,0.0,0
605480c4-edec-4a42-adc7-4fef51f018e3,36.0,0.0,0.0,0.0,0.0,0.0,43.0,62.74418604651163,0.0,0.0,0.0,0.0,1
f949b2e6-1601-48af-8002-7099031b0d83,28.0,12.0,15.0,9067.91,755.6591666666667,5.416666666666667,7.0,73.0,0.0,0.0,1.0,4.0,0
f81dc7b0-ace5-4957-bb9c-4441cd928c20,18.0,4.0,5.0,1576.02,394.005,0.0,21.0,97.8095238095238,0.0,0.0,1.0,2.0,1
e974841d-6980-4e25-82a4-bfb80e77422f,35.0,11.0,15.0,4568.59,415.3263636363636,1.1363636363636365,13.0,126.0,1.0,2.0,2.0,3.5,0
4276d3c7-a160-46f5-8ce6-935108c2f368,22.0,4.0,4.0,2467.885,616.97125,0.0,21.0,85.0,0.0,0.0,0.0,0.0,1
dbc53761-4aba-42ec-9f34-2b16807ad360,40.0,8.0,11.0,2820.51,352.56375,2.5,10.0,130.8,0.0,0.0,0.0,0.0,1
ef1988ba-017a-4ce5-8ab5-69fe2998dbc0,23.0,4.0,5.0,2484.9,621.225,0.0,24.0,74.66666666666667,0.0,0.0,0.0,0.0,1
840d3bc2-d2c8-4a3e-8e1c-f98f3aaa2784,53.0,8.0,11.0,7012.865,876.608125,3.125,19.0,68.89473684210526,1.0,2.0,0.0,0.0,0
d3b9f9f6-6986-4bb5-8c43-ef56c876ec1c,25.0,0.0,0.0,0.0,0.0,0.0,20.0,43.85,0.0,0.0,0.0,0.0,1
f2b03d41-af3d-4b2d-a88b-b09972476d48,31.0,0.0,0.0,0.0,0.0,0.0,49.0,77.48979591836735,0.0,0.0,0.0,0.0,1
3010fe3e-f791-47d4-add2-1da35e890603,44.0,11.0,18.0,14273.12,1297.5563636363638,2.727272727272727,2.0,42.0,2.0,3.5,0.0,0.0,0
cfd044fa-b5cb-4286-b97f-197990ed8317,20.0,1.0,1.0,91.0,91.0,0.0,52.0,66.57692307692308,0.0,0.0,0.0,0.0,1
5f92eead-8dd3-4b7f-a64f-1c5325616853,37.0,14.0,16.0,8679.5,619.9642857142857,2.857142857142857,6.0,94.66666666666669,0.0,0.0,1.0,4.0,0
455ff171-e9a6-424b-8d2d-78a845c63be5,50.0,0.0,0.0,0.0,0.0,0.0,38.0,105.21052631578948,0.0,0.0,0.0,0.0,1
b2909ef3-ec31-4785-b0b6-a6c7727fdb2a,18.0,6.0,8.0,6439.215,1073.2025,4.166666666666667,10.0,105.6,1.0,5.0,2.0,2.5,0
b6d52ab5-ff25-4c09-9efb-e8edba46a027,37.0,8.0,11.5,3470.89,433.86125,4.375,14.0,82.0,0.0,0.0,0.0,0.0,1
58e3a667-9b3f-4da0-baea-ec65a19347e3,38.0,12.0,14.0,5299.4,441.6166666666666,2.9166666666666665,9.0,128.44444444444446,0.0,0.0,1.0,5.0,0
5dc3a591-eea8-4ccb-9a8b-6a8dd91b3971,44.0,11.0,14.0,7498.3,681.6636363636363,3.1818181818181817,3.0,32.333333333333336,0.0,0.0,0.0,0.0,0
876bc039-bbb7-4875-86b0-dbea517706c1,35.0,1.0,1.0,187.6,187.6,12.5,39.0,76.28205128205128,0.0,0.0,1.0,2.0,1
b1cbc9f2-9e73-4acf-944e-24585ffcd3a1,19.0,6.0,10.0,11715.68,1952.6133333333332,5.0,21.0,82.71428571428571,0.0,0.0,3.0,3.0,0
95555bc3-0004-4f6b-97ae-559307e06847,41.0,8.0,12.0,5747.82,718.4775,5.9375,10.0,87.3,0.0,0.0,0.0,0.0,0
80086e64-b953-4742-977c-b59140e176a4,38.0,0.0,0.0,0.0,0.0,0.0,36.0,92.13888888888889,0.0,0.0,1.0,3.0,1
290385d8-5e51-46ba-9d25-fdfbeba1d6b5,38.0,9.0,10.0,5620.905,624.545,3.888888888888889,15.0,48.4,0.0,0.0,0.0,0.0,0
f43856ea-7faf-44d9-b196-7cf57aaf4a69,39.0,12.0,14.0,8248.715,687.3929166666667,0.0,7.0,114.0,0.0,0.0,0.0,0.0,0
c64b3cc0-8f16-46a7-bcc5-fe2f60e44c19,26.0,4.0,6.0,6136.620000000001,1534.1550000000002,1.25,35.0,81.25714285714285,0.0,0.0,1.0,4.0,1
76c56a13-318b-418d-982f-28fe3126d2d0,37.0,8.0,9.0,5468.665,683.583125,1.25,27.0,104.4074074074074,1.0,3.0,0.0,0.0,0
ee3eb814-d007-49c7-98e2-736b0064edc1,38.0,5.0,7.0,1832.33,366.466,6.5,23.0,61.08695652173913,0.0,0.0,1.0,2.0,1
29b7a41a-9a55-4b30-890f-0849d28704bc,26.0,13.0,16.0,10397.805,799.8311538461538,1.9230769230769231,17.0,117.0,0.0,0.0,1.0,1.0,0
5e9b5565-d08a-4f1b-8522-41f02c535772,57.0,7.0,9.0,4432.16,633.1657142857142,1.7857142857142858,14.0,50.57142857142857,0.0,0.0,1.0,4.0,1
c4f73a3e-1230-4adb-a018-02745e28d2a4,40.0,5.0,6.0,4043.54,808.708,0.0,23.0,111.69565217391305,0.0,0.0,0.0,0.0,1
0b58f20c-2c25-4698-9f37-c0fe2028c7bb,20.0,4.0,5.0,3201.9700000000003,800.4925000000001,6.25,44.0,81.77272727272727,0.0,0.0,3.0,3.0,1
9c875033-8fb3-48d8-bbea-c5a11a686343,42.0,2.0,2.0,265.27,132.635,0.0,28.0,75.78571428571429,0.0,0.0,0.0,0.0,1
1ed13513-970c-4d9c-89fd-3811baefe015,23.0,3.0,5.0,2999.6000000000004,999.8666666666668,0.0,16.0,87.25,0.0,0.0,0.0,0.0,1
4058930b-1ece-43cf-a463-e0ebc063f8e8,44.0,7.0,9.0,6174.12,882.0171428571429,1.4285714285714286,7.0,84.57142857142857,0.0,0.0,2.0,2.5,1
2742834c-b01d-4dd2-9eae-aa40cee58445,48.0,13.0,14.0,10308.83,792.9869230769231,4.038461538461538,3.0,33.666666666666664,0.0,0.0,0.0,0.0,0
